"Date","Price","Open","High","Low","Vol.","Change %"
"01/23/2025","9,542.87","9,534.11","9,566.50","9,534.11","294.46M","0.09%"
"01/22/2025","9,534.11","9,517.10","9,591.92","9,517.10","264.32M","0.18%"
"01/21/2025","9,517.10","9,507.04","9,534.18","9,505.33","244.11M","0.11%"
"01/20/2025","9,507.04","9,499.04","9,532.59","9,491.31","189.75M","0.08%"
"01/17/2025","9,499.04","9,506.29","9,529.47","9,488.84","","-0.08%"
"01/16/2025","9,506.29","9,513.21","9,531.75","9,499.43","","-0.07%"
"01/15/2025","9,513.21","9,497.61","9,529.18","9,497.61","","0.16%"
"01/14/2025","9,497.61","9,459.18","9,506.84","9,459.18","","0.41%"
"01/13/2025","9,459.18","9,495.48","9,519.14","9,459.18","","-0.38%"
"01/10/2025","9,495.48","9,462.64","9,507.42","9,462.64","","0.35%"
"01/09/2025","9,462.64","9,465.80","9,517.43","9,462.64","","-0.03%"
"01/08/2025","9,465.80","9,439.27","9,516.28","9,439.27","","0.28%"
"01/07/2025","9,439.27","9,428.43","9,464.54","9,419.37","","0.11%"
"01/06/2025","9,428.43","9,322.75","9,428.43","9,322.75","","1.13%"
"01/03/2025","9,322.75","9,322.02","9,353.49","9,322.02","","0.01%"
"01/02/2025","9,322.02","9,419.00","9,420.40","9,322.02","","-1.03%"
"12/31/2024","9,419.00","9,416.40","9,445.29","9,395.78","","0.03%"
"12/30/2024","9,416.40","9,327.62","9,416.40","9,327.62","","0.95%"
"12/27/2024","9,327.62","9,376.69","9,388.29","9,327.62","","-0.52%"
"12/26/2024","9,376.69","9,414.96","9,435.26","9,362.29","","-0.41%"
"12/25/2024","9,414.96","9,435.21","9,457.34","9,406.82","","-0.21%"
"12/24/2024","9,435.21","9,402.02","9,435.21","9,319.90","","0.35%"
"12/23/2024","9,402.02","9,351.25","9,402.02","9,326.27","","0.54%"
"12/20/2024","9,351.25","9,273.05","9,385.02","9,272.75","","0.84%"
"12/19/2024","9,273.05","9,293.15","9,293.15","9,258.88","","-0.22%"
"12/18/2024","9,293.15","9,261.47","9,293.15","9,257.31","","0.34%"
"12/17/2024","9,261.47","9,280.18","9,289.26","9,258.64","","-0.20%"
"12/16/2024","9,280.18","9,265.10","9,286.76","9,264.48","","0.16%"
"12/13/2024","9,265.10","9,275.63","9,289.32","9,265.10","","-0.11%"
"12/12/2024","9,275.63","9,270.55","9,294.70","9,270.55","","0.05%"
"12/11/2024","9,270.55","9,249.90","9,270.55","9,249.90","","0.22%"
"12/10/2024","9,249.90","9,251.44","9,278.35","9,235.95","61.88M","-0.02%"
"12/09/2024","9,251.44","9,266.31","9,269.27","9,243.55","233.06M","-0.16%"
"12/06/2024","9,266.31","9,276.72","9,310.10","9,261.12","232.79M","-0.11%"
"12/05/2024","9,276.72","9,265.13","9,291.95","9,263.77","250.26M","0.13%"
"12/04/2024","9,265.13","9,234.80","9,306.58","9,234.80","289.64M","0.33%"
"11/29/2024","9,234.80","9,260.70","9,304.23","9,234.80","413.84M","-0.28%"
"11/28/2024","9,260.70","9,285.34","9,362.29","9,260.70","256.34M","-0.27%"
"11/27/2024","9,285.34","9,294.04","9,334.68","9,285.34","269.34M","-0.09%"
"11/26/2024","9,294.04","9,231.88","9,294.04","9,231.88","253.42M","0.67%"
"11/25/2024","9,231.88","9,231.65","9,297.55","9,231.65","421.16M","0.00%"
"11/22/2024","9,231.65","9,313.35","9,329.00","9,231.65","161.71M","-0.88%"
"11/21/2024","9,313.35","9,405.19","9,406.10","9,292.73","271.74M","-0.98%"
"11/20/2024","9,405.19","9,426.42","9,437.24","9,401.17","216.11M","-0.23%"
"11/19/2024","9,426.42","9,387.08","9,449.18","9,368.37","251.04M","0.42%"
"11/18/2024","9,387.08","9,443.14","9,469.24","9,387.08","208.59M","-0.59%"
"11/15/2024","9,443.14","9,399.56","9,467.08","9,381.58","192.06M","0.46%"
"11/14/2024","9,399.56","9,371.50","9,432.40","9,371.50","369.04M","0.30%"
"11/13/2024","9,371.50","9,419.69","9,428.49","9,354.82","261.10M","-0.51%"
"11/12/2024","9,419.69","9,435.87","9,445.59","9,417.33","383.52M","-0.17%"
"11/11/2024","9,435.87","9,449.25","9,466.45","9,425.30","309.91M","-0.14%"
"11/08/2024","9,449.25","9,466.21","9,476.68","9,434.47","226.22M","-0.18%"
"11/07/2024","9,466.21","9,424.93","9,471.77","9,393.78","311.97M","0.44%"
"11/06/2024","9,424.93","9,383.93","9,424.93","9,379.53","377.13M","0.44%"
"11/05/2024","9,383.93","9,330.54","9,383.93","9,311.87","282.73M","0.57%"
"11/04/2024","9,330.54","9,348.80","9,354.01","9,306.91","365.97M","-0.20%"
"11/01/2024","9,348.80","9,327.92","9,364.41","9,306.20","408.74M","0.22%"
"10/31/2024","9,327.92","9,327.54","9,329.17","9,301.42","455.80M","0.00%"
"10/30/2024","9,327.54","9,312.44","9,350.33","9,312.44","338.69M","0.16%"
"10/29/2024","9,312.44","9,307.68","9,312.55","9,287.75","269.75M","0.05%"
"10/28/2024","9,307.68","9,203.53","9,315.75","9,203.53","317.04M","1.13%"
"10/25/2024","9,203.53","9,195.86","9,233.69","9,195.86","223.48M","0.08%"
"10/24/2024","9,195.86","9,204.85","9,219.94","9,190.06","7.87B","-0.10%"
"10/23/2024","9,204.85","9,246.37","9,257.35","9,195.96","592.90M","-0.45%"
"10/22/2024","9,246.37","9,275.06","9,336.92","9,246.37","421.20M","-0.31%"
"10/21/2024","9,275.06","9,287.69","9,294.94","9,252.21","392.50M","-0.14%"
"10/18/2024","9,287.69","9,277.12","9,334.44","9,253.89","153.56M","0.11%"
"10/17/2024","9,277.12","9,305.52","9,333.30","9,277.12","191.27M","-0.31%"
"10/16/2024","9,305.52","9,282.85","9,311.58","9,272.48","219.62M","0.24%"
"10/15/2024","9,282.85","9,303.01","9,316.33","9,262.64","175.24M","-0.22%"
"10/14/2024","9,303.01","9,260.86","9,307.35","9,259.88","237.77M","0.46%"
"10/11/2024","9,260.86","9,246.66","9,273.51","9,246.66","4.34B","0.11%"
"10/10/2024","9,250.75","9,282.51","9,293.74","9,235.98","150.90M","-0.34%"
"10/09/2024","9,282.51","9,258.71","9,320.95","9,237.91","388.78M","0.26%"
"10/08/2024","9,258.71","9,146.97","9,261.72","9,146.97","161.64M","1.22%"
"10/07/2024","9,146.97","9,179.77","9,189.57","9,114.93","163.95M","-0.36%"
"10/04/2024","9,179.77","9,213.74","9,228.41","9,157.09","154.56M","-0.37%"
"10/03/2024","9,213.74","9,307.07","9,332.57","9,203.06","193.02M","-1.00%"
"10/02/2024","9,307.07","9,405.66","9,405.66","9,302.50","242.07M","-1.05%"
"10/01/2024","9,405.66","9,425.49","9,437.57","9,381.54","317.59M","-0.21%"
"09/30/2024","9,425.49","9,469.48","9,469.48","9,379.47","219.22M","-0.46%"
"09/27/2024","9,469.48","9,513.90","9,513.90","9,465.36","230.64M","-0.47%"
"09/26/2024","9,513.90","9,516.31","9,516.31","9,477.50","346.49M","-0.03%"
"09/25/2024","9,516.31","9,460.83","9,516.31","9,428.58","330.16M","0.59%"
"09/24/2024","9,460.83","9,453.75","9,462.32","9,426.37","270.29M","0.07%"
"09/23/2024","9,453.75","9,438.51","9,463.69","9,429.93","262.93M","0.16%"
"09/20/2024","9,438.51","9,500.22","9,506.04","9,438.51","239.54M","-0.65%"
"09/19/2024","9,500.22","9,422.59","9,500.22","9,396.24","343.76M","0.82%"
"09/18/2024","9,422.59","9,427.71","9,427.89","9,375.55","507.43M","-0.05%"
"09/17/2024","9,427.71","9,389.31","9,427.71","9,380.94","216.26M","0.41%"
"09/16/2024","9,389.31","9,350.32","9,408.27","9,349.91","199.48M","0.42%"
"09/13/2024","9,350.32","9,307.72","9,425.48","9,307.16","218.40M","0.46%"
"09/12/2024","9,307.72","9,322.72","9,351.54","9,307.72","190.27M","-0.16%"
"09/11/2024","9,322.72","9,402.46","9,404.80","9,315.79","157.61M","-0.85%"
"09/10/2024","9,402.46","9,355.30","9,406.27","9,355.30","201.21M","0.50%"
"09/09/2024","9,355.30","9,448.05","9,448.05","9,352.40","133.64M","-0.98%"
"09/06/2024","9,448.05","9,477.34","9,478.83","9,423.62","182.00M","-0.31%"
"09/05/2024","9,477.34","9,366.71","9,486.45","9,359.28","219.67M","1.18%"
"09/04/2024","9,366.71","9,379.09","9,379.09","9,287.55","162.94M","-0.13%"
"09/03/2024","9,379.09","9,363.04","9,379.09","9,326.11","224.46M","0.17%"
"09/02/2024","9,363.04","9,284.93","9,363.04","9,267.09","172.22M","0.84%"
"08/30/2024","9,284.93","9,232.56","9,296.70","9,228.64","157.72M","0.57%"
"08/29/2024","9,232.56","9,288.93","9,297.74","9,206.82","138.01M","-0.61%"
"08/28/2024","9,288.93","9,333.98","9,349.33","9,288.93","145.02M","-0.48%"
"08/27/2024","9,333.98","9,356.44","9,368.05","9,309.97","143.94M","-0.24%"
"08/26/2024","9,356.44","9,373.97","9,397.25","9,326.27","174.86M","-0.19%"
"08/23/2024","9,373.97","9,370.70","9,384.23","9,331.69","135.29M","0.03%"
"08/22/2024","9,370.70","9,347.61","9,370.70","9,342.83","217.95M","0.25%"
"08/21/2024","9,347.61","9,316.79","9,347.61","9,289.90","210.76M","0.33%"
"08/20/2024","9,316.79","9,305.36","9,316.79","9,296.66","163.75M","0.12%"
"08/19/2024","9,305.36","9,286.03","9,319.90","9,281.50","596.25M","0.21%"
"08/16/2024","9,286.03","9,236.95","9,289.07","9,234.41","129.49M","0.53%"
"08/15/2024","9,236.95","9,225.61","9,239.56","9,190.43","162.69M","0.12%"
"08/14/2024","9,225.61","9,175.13","9,225.61","9,175.13","191.69M","0.55%"
"08/13/2024","9,175.13","9,214.93","9,269.33","9,160.06","145.52M","-0.43%"
"08/12/2024","9,214.93","9,305.59","9,339.22","9,214.93","163.23M","-0.97%"
"08/09/2024","9,305.59","9,255.14","9,327.90","9,206.93","147.31M","0.55%"
"08/08/2024","9,255.14","9,179.74","9,266.44","9,142.28","191.52M","0.82%"
"08/07/2024","9,179.74","9,083.69","9,229.30","9,083.69","197.86M","1.06%"
"08/06/2024","9,083.69","8,974.69","9,134.64","8,974.69","182.42M","1.21%"
"08/05/2024","8,974.69","9,292.20","9,292.20","8,972.69","192.90M","-3.42%"
"08/02/2024","9,292.20","9,366.58","9,366.58","9,266.98","143.57M","-0.79%"
"08/01/2024","9,366.58","9,338.96","9,385.59","9,330.13","169.36M","0.30%"
"07/31/2024","9,338.96","9,396.49","9,397.97","9,317.03","151.69M","-0.61%"
"07/30/2024","9,396.49","9,395.43","9,427.85","9,387.30","207.27M","0.01%"
"07/29/2024","9,395.43","9,317.79","9,395.43","9,309.35","563.35M","0.83%"
"07/26/2024","9,317.79","9,303.41","9,319.84","9,284.80","113.53M","0.15%"
"07/25/2024","9,303.41","9,263.44","9,303.41","9,240.53","131.59M","0.43%"
"07/24/2024","9,263.44","9,234.22","9,297.78","9,229.14","156.67M","0.32%"
"07/23/2024","9,234.22","9,278.92","9,294.34","9,234.22","177.06M","-0.48%"
"07/22/2024","9,278.92","9,246.33","9,278.92","9,245.56","262.85M","0.49%"
"07/19/2024","9,233.68","9,226.04","9,242.63","9,220.17","199.37M","0.08%"
"07/18/2024","9,226.48","9,168.43","9,235.96","9,124.29","240.95M","0.63%"
"07/17/2024","9,168.43","9,156.10","9,168.43","9,127.25","222.37M","0.13%"
"07/16/2024","9,156.10","9,144.82","9,158.42","9,129.41","229.38M","0.12%"
"07/15/2024","9,144.82","9,142.94","9,151.59","9,116.45","461.89M","0.02%"
"07/12/2024","9,142.94","9,151.30","9,158.57","9,119.56","253.58M","-0.09%"
"07/11/2024","9,151.30","9,138.45","9,165.60","9,118.96","236.69M","0.14%"
"07/10/2024","9,138.45","9,136.11","9,146.15","9,107.27","393.80M","0.03%"
"07/09/2024","9,136.11","9,133.33","9,140.46","9,109.51","174.64M","0.03%"
"07/08/2024","9,133.33","9,138.87","9,149.18","9,110.48","144.91M","-0.06%"
"07/05/2024","9,138.87","9,126.44","9,138.87","9,119.02","182.08M","0.14%"
"07/04/2024","9,126.44","9,093.83","9,126.44","9,065.16","162.86M","0.36%"
"07/03/2024","9,093.83","9,087.83","9,101.27","9,085.01","178.00M","0.07%"
"07/02/2024","9,087.83","9,060.02","9,096.49","9,034.88","186.60M","0.31%"
"07/01/2024","9,060.02","9,060.73","9,077.93","9,025.98","","-0.01%"
"06/28/2024","9,060.73","9,004.09","9,071.21","8,996.37","212.56M","0.63%"
"06/27/2024","9,004.09","8,965.81","9,011.84","8,965.74","158.11M","0.43%"
"06/26/2024","8,965.81","9,001.80","9,056.85","8,965.81","249.78M","-0.40%"
"06/25/2024","9,001.80","9,022.32","9,049.91","8,972.45","187.65M","-0.23%"
"06/24/2024","9,022.32","9,013.07","9,043.19","8,999.98","146.80M","0.10%"
"06/21/2024","9,013.07","8,949.84","9,055.05","8,946.92","120.99M","0.71%"
"06/20/2024","8,949.84","8,969.44","8,979.34","8,902.31","111.92M","-0.22%"
"06/19/2024","8,969.44","8,932.94","8,970.82","8,900.64","106.62M","0.41%"
"06/14/2024","8,932.94","8,978.83","9,001.75","8,914.81","123.87M","-0.51%"
"06/13/2024","8,978.83","8,930.02","8,978.83","8,847.03","135.38M","0.55%"
"06/12/2024","8,930.02","8,999.89","9,012.81","8,873.12","224.39M","-0.78%"
"06/11/2024","8,999.89","8,989.70","9,016.47","8,980.74","197.18M","0.11%"
"06/10/2024","8,989.70","8,957.15","9,000.64","8,947.07","215.64M","0.36%"
"06/07/2024","8,957.15","8,937.72","8,964.00","8,936.49","193.40M","0.22%"
"06/06/2024","8,937.72","8,948.09","8,967.20","8,928.55","185.52M","-0.12%"
"06/05/2024","8,948.09","8,918.51","8,986.19","8,917.27","172.37M","0.33%"
"06/04/2024","8,918.51","8,917.61","8,930.13","8,820.51","170.14M","0.01%"
"06/03/2024","8,917.61","8,862.58","8,973.98","8,862.58","158.52M","0.62%"
"05/31/2024","8,862.58","8,752.20","8,862.58","8,749.20","221.84M","1.26%"
"05/30/2024","8,752.20","8,710.96","8,752.49","8,710.04","171.59M","0.47%"
"05/29/2024","8,710.96","8,742.22","8,768.79","8,709.10","177.36M","-0.36%"
"05/28/2024","8,742.22","8,830.65","8,835.00","8,742.22","202.07M","-1.00%"
"05/27/2024","8,830.65","8,833.50","8,856.81","8,822.86","202.43M","-0.03%"
"05/24/2024","8,833.50","8,889.76","8,904.25","8,833.50","1.07B","-0.63%"
"05/23/2024","8,889.76","8,972.99","8,972.99","8,873.02","203.87M","-0.93%"
"05/22/2024","8,972.99","9,008.64","9,018.33","8,960.98","170.32M","-0.40%"
"05/21/2024","9,008.64","9,037.77","9,046.90","9,004.41","188.61M","-0.32%"
"05/20/2024","9,037.77","9,041.65","9,044.73","9,021.61","142.12M","-0.04%"
"05/17/2024","9,041.65","9,039.31","9,045.89","9,031.42","137.55M","0.03%"
"05/16/2024","9,039.31","9,021.46","9,039.31","9,018.53","219.48M","0.20%"
"05/15/2024","9,021.46","9,058.46","9,065.14","9,018.48","280.35M","-0.41%"
"05/14/2024","9,058.46","9,093.17","9,125.14","9,058.46","170.14M","-0.38%"
"05/13/2024","9,093.17","9,090.39","9,111.31","9,081.71","159.14M","0.03%"
"05/10/2024","9,090.39","9,119.23","9,130.08","9,088.86","145.31M","-0.32%"
"05/09/2024","9,119.23","9,177.26","9,177.26","9,111.16","145.22M","-0.63%"
"05/08/2024","9,177.26","9,071.74","9,177.26","9,061.92","229.21M","1.16%"
"05/07/2024","9,071.74","9,035.18","9,122.50","9,035.18","211.28M","0.40%"
"05/06/2024","9,035.18","9,037.40","9,043.55","9,024.65","208.94M","-0.02%"
"05/03/2024","9,037.40","9,024.23","9,042.93","9,024.23","232.47M","0.15%"
"05/02/2024","9,024.23","9,032.06","9,052.78","9,024.23","219.07M","-0.09%"
"05/01/2024","9,032.06","9,067.42","9,081.06","9,032.06","423.73M","-0.39%"
"04/30/2024","9,067.42","9,063.31","9,099.98","9,063.31","146.36M","0.05%"
"04/29/2024","9,063.31","9,042.28","9,079.12","9,042.28","147.60M","0.23%"
"04/26/2024","9,042.28","9,041.51","9,071.73","9,038.11","147.77M","0.01%"
"04/25/2024","9,041.51","9,045.03","9,060.44","9,037.74","273.00M","-0.04%"
"04/24/2024","9,045.03","9,051.38","9,086.01","9,045.03","169.89M","-0.07%"
"04/23/2024","9,051.38","9,075.70","9,107.85","9,051.38","205.42M","-0.27%"
"04/22/2024","9,075.70","9,126.10","9,142.40","9,075.70","342.78M","-0.55%"
"04/19/2024","9,126.10","9,182.47","9,182.47","9,126.10","162.51M","-0.61%"
"04/18/2024","9,182.47","9,165.19","9,196.96","9,165.19","250.55M","0.19%"
"04/17/2024","9,165.19","9,194.32","9,212.06","9,165.19","156.73M","-0.32%"
"04/16/2024","9,194.32","9,253.74","9,279.12","9,194.32","294.89M","-0.64%"
"04/15/2024","9,253.74","9,237.26","9,270.81","9,179.94","243.60M","0.18%"
"04/05/2024","9,237.26","9,239.38","9,239.38","9,219.55","160.72M","-0.02%"
"04/04/2024","9,239.38","9,209.48","9,242.33","9,209.48","157.61M","0.32%"
"04/03/2024","9,209.48","9,252.61","9,255.40","9,209.48","138.70M","-0.47%"
"04/02/2024","9,252.61","9,245.05","9,254.50","9,236.54","177.14M","0.08%"
"04/01/2024","9,245.05","9,228.09","9,254.96","9,228.09","328.01M","0.18%"
"03/29/2024","9,228.09","9,263.96","9,279.67","9,228.09","205.02M","-0.39%"
"03/28/2024","9,263.96","9,273.16","9,283.19","9,260.70","208.00M","-0.10%"
"03/27/2024","9,273.16","9,318.46","9,321.51","9,272.75","209.76M","-0.49%"
"03/26/2024","9,318.46","9,319.49","9,337.34","9,318.46","159.49M","-0.01%"
"03/25/2024","9,319.49","9,321.59","9,330.56","9,307.29","138.63M","-0.02%"
"03/22/2024","9,321.59","9,285.60","9,322.02","9,284.66","173.78M","0.39%"
"03/21/2024","9,285.60","9,269.46","9,291.91","9,265.54","219.72M","0.17%"
"03/20/2024","9,269.46","9,259.11","9,275.58","9,259.11","246.26M","0.11%"
"03/19/2024","9,259.11","9,247.47","9,276.72","9,247.47","195.35M","0.13%"
"03/18/2024","9,247.47","9,771.09","9,813.60","9,288.83","240.89M","0.28%"
"03/15/2024","9,221.37","9,255.06","9,255.06","9,188.28","226.98M","-0.36%"
"03/14/2024","9,255.06","9,243.81","9,255.06","9,193.31","221.98M","0.12%"
"03/13/2024","9,243.81","9,228.64","9,248.55","9,228.64","160.94M","0.16%"
"03/12/2024","9,228.64","9,232.24","9,244.45","9,228.64","185.00M","-0.04%"
"03/11/2024","9,232.24","9,234.47","9,254.03","9,224.12","143.65M","-0.02%"
"03/08/2024","9,234.47","9,225.83","9,241.53","9,200.20","122.17M","0.09%"
"03/07/2024","9,225.83","9,225.24","9,243.41","9,220.18","179.46M","0.01%"
"03/06/2024","9,225.24","9,236.30","9,255.01","9,212.48","169.74M","-0.12%"
"03/05/2024","9,236.30","9,285.59","9,291.66","9,236.30","167.14M","-0.53%"
"03/04/2024","9,285.59","9,278.91","9,298.23","9,273.72","166.71M","0.07%"
"03/01/2024","9,278.91","9,254.81","9,287.92","9,244.81","179.34M","0.26%"
"02/29/2024","9,254.81","9,283.30","9,285.21","9,233.69","348.36M","-0.31%"
"02/28/2024","9,283.30","9,287.80","9,295.03","9,263.12","218.55M","-0.05%"
"02/27/2024","9,287.80","9,260.60","9,287.80","9,224.51","216.52M","0.29%"
"02/26/2024","9,260.60","9,279.94","9,299.52","9,252.12","207.15M","-0.21%"
"02/23/2024","9,279.94","9,315.49","9,327.21","9,271.35","203.49M","-0.38%"
"02/22/2024","9,315.45","9,389.09","9,395.39","9,315.45","282.89M","-0.78%"
"02/21/2024","9,389.09","9,400.28","9,403.40","9,353.49","538.99M","-0.12%"
"02/20/2024","9,400.28","9,410.38","9,413.06","9,383.93","391.08M","-0.11%"
"02/19/2024","9,410.38","9,427.01","9,427.01","9,391.40","273.19M","-0.18%"
"02/16/2024","9,427.01","9,404.98","9,427.01","9,386.83","258.42M","0.23%"
"02/15/2024","9,404.98","9,395.03","9,421.07","9,393.19","239.56M","0.11%"
"02/14/2024","9,395.03","9,351.22","9,409.98","9,342.36","195.82M","0.47%"
"02/13/2024","9,351.22","9,324.19","9,353.83","9,321.93","204.66M","0.29%"
"02/12/2024","9,324.19","9,344.05","9,355.80","9,322.95","136.70M","-0.21%"
"02/09/2024","9,344.05","9,362.60","9,373.44","9,339.04","140.75M","-0.20%"
"02/08/2024","9,362.60","9,354.69","9,380.02","9,349.03","207.50M","0.08%"
"02/07/2024","9,354.69","9,332.07","9,359.36","9,325.50","169.52M","0.24%"
"02/06/2024","9,332.07","9,427.88","9,442.69","9,332.07","199.77M","-1.02%"
"02/05/2024","9,427.88","9,456.25","9,474.80","9,427.88","263.75M","-0.30%"
"02/02/2024","9,456.25","9,469.82","9,479.36","9,454.21","141.13M","-0.14%"
"02/01/2024","9,469.82","9,508.32","9,520.17","9,452.83","125.58M","-0.40%"
"01/31/2024","9,508.32","9,518.83","9,545.67","9,506.45","152.53M","-0.11%"
"01/30/2024","9,518.83","9,550.74","9,564.98","9,518.83","300.89M","-0.33%"
"01/29/2024","9,550.74","9,567.68","9,576.85","9,521.68","137.16M","-0.18%"
"01/26/2024","9,567.68","9,626.65","9,631.18","9,562.29","149.08M","-0.61%"
"01/25/2024","9,626.65","9,655.35","9,678.67","9,626.65","142.52M","-0.30%"
"01/24/2024","9,655.35","9,653.34","9,693.56","9,646.22","198.88M","0.02%"
"01/23/2024","9,653.34","9,680.45","9,690.08","9,630.15","147.78M","-0.28%"
"01/22/2024","9,680.45","9,712.40","9,727.03","9,657.83","172.15M","-0.33%"
"01/19/2024","9,712.40","9,719.37","9,744.99","9,681.69","213.80M","-0.07%"
"01/18/2024","9,719.37","9,724.26","9,757.22","9,712.52","227.06M","-0.05%"
"01/17/2024","9,724.26","9,761.36","9,761.36","9,702.40","210.42M","-0.38%"
"01/16/2024","9,761.36","9,777.67","9,777.67","9,705.16","273.38M","-0.17%"
"01/15/2024","9,777.67","9,791.16","9,795.29","9,695.31","277.17M","-0.14%"
"01/12/2024","9,791.16","9,844.70","9,844.70","9,767.44","226.52M","-0.54%"
"01/11/2024","9,844.70","9,796.75","9,858.04","9,784.30","469.56M","0.49%"
"01/10/2024","9,796.75","9,767.00","9,796.75","9,762.95","194.48M","0.30%"
"01/09/2024","9,767.00","9,711.58","9,788.39","9,710.56","270.39M","0.57%"
"01/08/2024","9,711.58","9,660.75","9,718.00","9,660.75","204.71M","0.53%"
"01/05/2024","9,660.75","9,650.10","9,676.18","9,638.15","195.55M","0.11%"
"01/04/2024","9,650.10","9,715.51","9,747.67","9,640.77","205.99M","-0.67%"
"01/03/2024","9,715.51","9,587.93","9,734.98","9,587.93","263.44M","1.33%"
"01/02/2024","9,587.93","9,577.85","9,587.93","9,547.26","189.06M","0.11%"
"12/29/2023","9,577.85","9,563.96","9,577.85","9,531.21","229.69M","0.15%"
"12/28/2023","9,563.96","9,526.14","9,563.96","9,526.14","231.88M","0.40%"
"12/27/2023","9,526.14","9,516.93","9,533.45","9,509.91","466.20M","0.10%"
"12/26/2023","9,516.93","9,484.42","9,516.93","9,472.81","207.14M","0.34%"
"12/25/2023","9,484.42","9,489.80","9,499.36","9,475.21","124.54M","-0.06%"
"12/22/2023","9,489.80","9,494.02","9,494.40","9,460.19","179.63M","-0.04%"
"12/21/2023","9,494.02","9,482.08","9,494.02","9,457.37","137.68M","0.13%"
"12/20/2023","9,482.08","9,493.75","9,506.97","9,481.71","177.17M","-0.12%"
"12/19/2023","9,493.75","9,476.84","9,493.75","9,471.22","313.44M","0.18%"
"12/18/2023","9,476.84","9,497.80","9,508.40","9,466.39","203.68M","-0.22%"
"12/15/2023","9,497.80","9,475.99","9,502.17","9,469.40","354.30M","0.23%"
"12/14/2023","9,475.99","9,436.77","9,475.99","9,424.20","211.12M","0.42%"
"12/13/2023","9,436.77","9,449.10","9,451.95","9,427.87","217.85M","-0.13%"
"12/12/2023","9,449.10","9,411.75","9,449.10","9,400.42","352.26M","0.40%"
"12/11/2023","9,411.75","9,400.75","9,412.92","9,367.04","156.54M","0.12%"
"12/08/2023","9,400.75","9,470.44","9,470.58","9,400.75","146.35M","-0.74%"
"12/07/2023","9,470.44","9,481.07","9,481.07","9,439.80","220.62M","-0.11%"
"12/06/2023","9,481.07","9,520.07","9,520.07","9,459.33","168.84M","-0.41%"
"12/05/2023","9,520.07","9,539.08","9,539.08","9,490.92","153.82M","-0.20%"
"12/01/2023","9,539.08","9,559.57","9,559.57","9,523.74","123.91M","-0.21%"
"11/30/2023","9,559.57","9,553.45","9,564.12","9,538.54","253.41M","0.06%"
"11/29/2023","9,553.45","9,541.13","9,553.45","9,522.50","141.47M","0.13%"
"11/28/2023","9,541.13","9,515.37","9,541.13","9,496.39","221.19M","0.27%"
"11/27/2023","9,515.37","9,555.23","9,555.23","9,509.14","164.13M","-0.42%"
"11/24/2023","9,555.23","9,533.51","9,555.23","9,520.65","137.60M","0.23%"
"11/23/2023","9,533.51","9,532.79","9,533.51","9,505.71","133.84M","0.01%"
"11/22/2023","9,532.79","9,541.76","9,547.54","9,507.70","132.48M","-0.09%"
"11/21/2023","9,541.76","9,575.36","9,576.24","9,526.20","144.03M","-0.35%"
"11/20/2023","9,575.36","9,575.34","9,586.22","9,557.62","131.01M","0.00%"
"11/17/2023","9,575.34","9,607.09","9,607.09","9,558.03","141.37M","-0.33%"
"11/16/2023","9,607.09","9,565.76","9,607.09","9,548.83","151.50M","0.43%"
"11/15/2023","9,565.76","9,529.56","9,565.76","9,525.01","164.76M","0.38%"
"11/14/2023","9,529.56","9,536.80","9,553.88","9,527.64","138.30M","-0.08%"
"11/13/2023","9,536.80","9,552.72","9,579.40","9,536.35","189.48M","-0.13%"
"11/10/2023","9,548.88","9,528.95","9,568.73","9,242.34","130.19M","0.21%"
"11/09/2023","9,528.95","9,545.68","9,545.68","9,515.42","106.67M","-0.18%"
"11/08/2023","9,545.68","9,551.47","9,558.73","9,520.78","137.61M","-0.06%"
"11/07/2023","9,551.47","9,552.13","9,578.71","9,543.50","164.65M","-0.01%"
"11/06/2023","9,552.13","9,510.49","9,552.13","9,510.49","184.84M","0.44%"
"11/03/2023","9,510.49","9,486.43","9,510.49","9,468.66","158.79M","0.25%"
"11/02/2023","9,486.43","9,429.32","9,497.30","9,429.32","229.38M","0.61%"
"11/01/2023","9,429.32","9,343.88","9,429.32","9,324.48","173.19M","0.91%"
"10/31/2023","9,343.88","9,285.37","9,343.88","9,285.37","185.09M","0.63%"
"10/30/2023","9,285.37","9,236.85","9,301.14","9,236.85","209.72M","0.53%"
"10/27/2023","9,236.85","9,242.18","9,272.56","9,219.64","100.05M","-0.06%"
"10/26/2023","9,242.18","9,324.88","9,352.75","9,242.18","130.77M","-0.89%"
"10/25/2023","9,324.88","9,272.62","9,343.85","9,272.62","140.26M","0.56%"
"10/24/2023","9,272.62","9,275.82","9,316.03","9,272.62","99.81M","-0.03%"
"10/23/2023","9,275.82","9,306.51","9,362.42","9,273.66","114.78M","-0.33%"
"10/20/2023","9,306.51","9,428.35","9,437.07","9,295.26","129.44M","-1.29%"
"10/19/2023","9,428.35","9,482.89","9,509.04","9,428.35","116.05M","-0.59%"
"10/18/2023","9,483.98","9,553.59","9,553.59","9,481.88","114.73M","-0.73%"
"10/17/2023","9,553.59","9,479.09","9,567.83","9,479.09","95.33M","0.79%"
"10/16/2023","9,479.09","9,482.97","9,514.48","9,436.78","120.20M","-0.04%"
"10/13/2023","9,482.97","9,591.89","9,678.16","9,453.01","150.80M","-1.14%"
