"Date","Price","Open","High","Low","Vol.","Change %"
"10/12/2023","9,591.89","9,647.76","9,670.59","9,570.49","145.02M","-0.58%"
"10/11/2023","9,647.76","9,613.83","9,658.59","9,613.83","109.98M","0.35%"
"10/10/2023","9,613.83","9,630.54","9,664.50","9,611.15","95.27M","-0.17%"
"10/09/2023","9,630.54","9,756.43","9,756.43","9,620.77","138.00M","-1.29%"
"10/06/2023","9,756.43","9,762.17","9,785.36","9,729.69","63.67M","-0.06%"
"10/05/2023","9,762.17","9,823.84","9,825.53","9,760.12","131.09M","-0.63%"
"10/04/2023","9,823.84","9,839.09","9,853.69","9,801.11","103.62M","-0.15%"
"10/03/2023","9,839.09","9,787.56","9,858.57","9,787.56","141.72M","0.53%"
"10/02/2023","9,787.56","9,785.32","9,801.55","9,775.51","102.96M","0.02%"
"09/28/2023","9,785.32","9,811.99","9,851.12","9,785.32","125.10M","-0.27%"
"09/27/2023","9,811.99","9,803.44","9,821.00","9,786.84","103.21M","-0.01%"
"09/26/2023","9,813.31","9,836.69","9,846.07","9,789.72","148.72M","-0.24%"
"09/25/2023","9,836.69","9,849.41","9,861.28","9,788.85","153.87M","-0.13%"
"09/22/2023","9,849.41","9,845.99","9,856.69","9,810.19","191.91M","0.03%"
"09/21/2023","9,845.99","9,822.56","9,845.99","9,803.51","198.77M","0.24%"
"09/20/2023","9,822.56","9,822.31","9,841.96","9,790.49","120.25M","0.00%"
"09/19/2023","9,822.31","9,817.04","9,831.02","9,788.12","138.96M","0.05%"
"09/18/2023","9,817.04","9,880.46","9,880.46","9,791.97","146.32M","-0.64%"
"09/15/2023","9,880.46","9,796.39","9,880.46","9,766.08","120.23M","0.86%"
"09/14/2023","9,796.39","9,755.10","9,796.39","9,745.00","130.68M","0.42%"
"09/13/2023","9,755.10","9,749.43","9,762.57","9,724.59","135.00M","0.06%"
"09/12/2023","9,749.43","9,712.50","9,749.43","9,688.92","102.05M","0.38%"
"09/11/2023","9,712.50","9,690.52","9,713.10","9,688.04","150.90M","0.23%"
"09/08/2023","9,690.52","9,659.77","9,710.74","9,652.80","106.83M","0.32%"
"09/07/2023","9,659.77","9,614.16","9,677.96","9,606.21","140.33M","0.47%"
"09/06/2023","9,614.16","9,656.13","9,657.71","9,600.62","120.42M","-0.43%"
